Comunidades y ciudades autónomas de residencia,Sexo,Medio empleado,Total
"Madrid, Comunidad de",Mujeres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",1.0
"Madrid, Comunidad de",Mujeres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",1.0
"Madrid, Comunidad de",Mujeres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
"Madrid, Comunidad de",Mujeres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
"Madrid, Comunidad de",Mujeres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",21.0
"Madrid, Comunidad de",Mujeres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
"Madrid, Comunidad de",Mujeres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
"Madrid, Comunidad de",Mujeres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,2.0
"Madrid, Comunidad de",Mujeres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
"Madrid, Comunidad de",Mujeres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",3.0
"Madrid, Comunidad de",Mujeres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",33.0
"Madrid, Comunidad de",Mujeres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
"Madrid, Comunidad de",Mujeres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,0.0
"Madrid, Comunidad de",Mujeres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
"Madrid, Comunidad de",Mujeres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
"Madrid, Comunidad de",Mujeres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
"Madrid, Comunidad de",Mujeres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",1.0
"Madrid, Comunidad de",Mujeres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
"Madrid, Comunidad de",Mujeres,X78. Lesión autoinfligida intencionalmente por objeto cortante,3.0
"Madrid, Comunidad de",Mujeres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
"Madrid, Comunidad de",Mujeres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,64.0
"Madrid, Comunidad de",Mujeres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,3.0
"Madrid, Comunidad de",Mujeres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
"Madrid, Comunidad de",Mujeres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
"Madrid, Comunidad de",Mujeres,X84. Lesión autoinfligida intencionalmente por medios no especificados,1.0
"Murcia, Región de",Ambos sexos,Total,137.0
"Murcia, Región de",Ambos sexos,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
"Murcia, Región de",Ambos sexos,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",6.0
"Murcia, Región de",Ambos sexos,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
"Murcia, Región de",Ambos sexos,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
"Murcia, Región de",Ambos sexos,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",4.0
"Murcia, Región de",Ambos sexos,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
"Murcia, Región de",Ambos sexos,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
"Murcia, Región de",Ambos sexos,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,1.0
"Murcia, Región de",Ambos sexos,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
"Murcia, Región de",Ambos sexos,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",2.0
"Murcia, Región de",Ambos sexos,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",85.0
"Murcia, Región de",Ambos sexos,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,1.0
"Murcia, Región de",Ambos sexos,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,3.0
"Murcia, Región de",Ambos sexos,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",2.0
"Murcia, Región de",Ambos sexos,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",3.0
"Murcia, Región de",Ambos sexos,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
"Murcia, Región de",Ambos sexos,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",2.0
"Murcia, Región de",Ambos sexos,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
"Murcia, Región de",Ambos sexos,X78. Lesión autoinfligida intencionalmente por objeto cortante,2.0
"Murcia, Región de",Ambos sexos,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
"Murcia, Región de",Ambos sexos,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,24.0
"Murcia, Región de",Ambos sexos,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,1.0
"Murcia, Región de",Ambos sexos,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
"Murcia, Región de",Ambos sexos,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
"Murcia, Región de",Ambos sexos,X84. Lesión autoinfligida intencionalmente por medios no especificados,1.0
"Murcia, Región de",Hombres,Total,107.0
"Murcia, Región de",Hombres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
"Murcia, Región de",Hombres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",3.0
"Murcia, Región de",Hombres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
"Murcia, Región de",Hombres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
"Murcia, Región de",Hombres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",4.0
"Murcia, Región de",Hombres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
"Murcia, Región de",Hombres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
"Murcia, Región de",Hombres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,1.0
"Murcia, Región de",Hombres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
"Murcia, Región de",Hombres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",2.0
"Murcia, Región de",Hombres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",74.0
"Murcia, Región de",Hombres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,0.0
"Murcia, Región de",Hombres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,2.0
"Murcia, Región de",Hombres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",2.0
"Murcia, Región de",Hombres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",3.0
"Murcia, Región de",Hombres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
"Murcia, Región de",Hombres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",1.0
"Murcia, Región de",Hombres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
"Murcia, Región de",Hombres,X78. Lesión autoinfligida intencionalmente por objeto cortante,1.0
"Murcia, Región de",Hombres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
"Murcia, Región de",Hombres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,14.0
"Murcia, Región de",Hombres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,0.0
"Murcia, Región de",Hombres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
"Murcia, Región de",Hombres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
"Murcia, Región de",Hombres,X84. Lesión autoinfligida intencionalmente por medios no especificados,0.0
"Murcia, Región de",Mujeres,Total,30.0
"Murcia, Región de",Mujeres,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
"Murcia, Región de",Mujeres,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",3.0
"Murcia, Región de",Mujeres,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
"Murcia, Región de",Mujeres,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
"Murcia, Región de",Mujeres,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",0.0
"Murcia, Región de",Mujeres,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
"Murcia, Región de",Mujeres,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
"Murcia, Región de",Mujeres,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,0.0
"Murcia, Región de",Mujeres,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
"Murcia, Región de",Mujeres,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
"Murcia, Región de",Mujeres,"X70. Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",11.0
"Murcia, Región de",Mujeres,X71. Lesión autoinfligida intencionalmente por ahogamiento y sumersión,1.0
"Murcia, Región de",Mujeres,X72. Lesión autoinfligida intencionalmente por disparo de arma corta,1.0
"Murcia, Región de",Mujeres,"X73. Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga",0.0
"Murcia, Región de",Mujeres,"X74. Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas",0.0
"Murcia, Región de",Mujeres,X75. Lesión autoinfligida intencionalmente por material explosivo,0.0
"Murcia, Región de",Mujeres,"X76. Lesión autoinfligida intencionalmente por humo, fuego y llamas",1.0
"Murcia, Región de",Mujeres,"X77. Lesión autoinfligida intencionalmente por vapor de agua, otros vapores y objetos calientes",0.0
"Murcia, Región de",Mujeres,X78. Lesión autoinfligida intencionalmente por objeto cortante,1.0
"Murcia, Región de",Mujeres,X79. Lesión autoinfligida intencionalmente por objeto romo o sin filo,0.0
"Murcia, Región de",Mujeres,X80. Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,10.0
"Murcia, Región de",Mujeres,X81. Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,1.0
"Murcia, Región de",Mujeres,X82. Lesión autoinfligida intencionalmente por colisión de vehículo de motor,0.0
"Murcia, Región de",Mujeres,X83. Lesión autoinfligida intencionalmente por otros medios especificados,0.0
"Murcia, Región de",Mujeres,X84. Lesión autoinfligida intencionalmente por medios no especificados,1.0
"Navarra, Comunidad Foral de",Ambos sexos,Total,57.0
"Navarra, Comunidad Foral de",Ambos sexos,"X60. Envenenamiento autoinfligido intencionalmente por (exposición a) analgésicos no narcóticos, antipiréticos y antirreumáticos",0.0
"Navarra, Comunidad Foral de",Ambos sexos,"X61. Envenenamiento autoinfligido intencionalmente por (exposición a) drogas antiepilépticas, sedantes, hipnóticas, antiparkinsonianas y psicotrópicas, no clasificadas en otra parte",5.0
"Navarra, Comunidad Foral de",Ambos sexos,"X62. Envenenamiento autoinfligido intencionalmente por (exposición a) narcóticos y psicodislépticos, no clasificados en otra parte",0.0
"Navarra, Comunidad Foral de",Ambos sexos,X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo,0.0
"Navarra, Comunidad Foral de",Ambos sexos,"X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados",2.0
"Navarra, Comunidad Foral de",Ambos sexos,X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol,0.0
"Navarra, Comunidad Foral de",Ambos sexos,X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores,0.0
"Navarra, Comunidad Foral de",Ambos sexos,X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores,1.0
"Navarra, Comunidad Foral de",Ambos sexos,X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas,0.0
"Navarra, Comunidad Foral de",Ambos sexos,"X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados",0.0
